price,negotiable,bedrooms,bathrooms,city,district,house_size_sqft,land_size_perches
105000000.0,0,3,1,101,15,2850.0,3.75
16000000.0,0,3,1,165,6,2850.0,15.0
48500000.0,0,3,3,66,6,2850.0,11.0
22500000.0,0,4,3,73,9,2850.0,6.5
14000000.0,0,3,2,50,6,2850.0,8.5
33500000.0,0,3,3,138,6,2850.0,9.3
39500000.0,0,4,3,166,4,2850.0,7.0
26000000.0,0,3,2,166,4,1200.0,7.0
60000000.0,0,4,5,157,6,2850.0,10.0
38000000.0,0,4,4,8,4,2500.0,8.0
42500000.0,0,6,3,84,6,2850.0,12.0
43000000.0,0,4,3,166,4,3000.0,6.0
46000000.0,1,4,5,166,4,2900.0,9.6
16500000.0,0,4,1,138,6,2850.0,9.0
10500000.0,0,2,1,50,6,2850.0,7.0
28000000.0,0,1,1,166,4,1160.0,3.6
58500000.0,0,4,4,84,6,4000.0,12.0
13500000.0,0,3,1,66,6,2850.0,17.5
25000000.0,0,4,2,138,6,2850.0,10.0
39500000.0,0,3,3,98,4,1855.0,14.0
60000000.0,0,6,2,166,4,2850.0,11.0
45000000.0,1,4,3,166,4,2950.0,6.0
69500000.0,0,5,4,166,4,3500.0,13.0
22500000.0,0,3,3,166,4,1400.0,10.0
29500000.0,0,3,3,73,9,3000.0,8.0
45000000.0,1,3,3,166,4,4000.0,10.5
39000000.0,0,4,2,166,4,2750.0,10.0
90000000.0,0,5,1,96,4,3650.0,17.0
35000000.0,0,4,4,50,6,2100.0,6.0
25000000.0,0,3,3,50,6,1450.0,19.95
43000000.0,0,4,2,166,6,2200.0,12.0
110000000.0,0,4,2,166,4,2850.0,18.5
67000000.0,0,4,3,166,4,2850.0,7.0
75000000.0,0,5,4,166,4,2850.0,20.0
77000000.0,0,5,5,166,4,2850.0,56.0
33000000.0,0,2,1,166,4,2850.0,6.0
100000000.0,1,4,3,33,4,2850.0,9.35
55000000.0,0,3,3,166,4,3000.0,12.5
155000000.0,0,5,2,166,4,4000.0,15.0
69500000.0,0,7,4,166,4,3500.0,13.15
45000000.0,0,6,3,166,4,2700.0,12.0
27500000.0,0,2,2,166,4,870.0,11.0
85000000.0,0,4,3,76,10,5500.0,17.0
42000000.0,0,6,6,166,4,4229.0,84.0
65000000.0,0,6,3,166,4,4500.0,7.5
51000000.0,0,5,3,166,4,3200.0,10.25
60000000.0,0,4,3,166,4,3000.0,11.0
260000000.0,0,4,3,35,4,2850.0,7.0
165000000.0,0,6,4,166,4,4300.0,35.5
47000000.0,0,2,3,15,4,1600.0,7.0
110000000.0,0,1,1,166,4,2850.0,30.0
90000000.0,1,5,2,166,4,3800.0,27.8
70000000.0,0,4,3,166,4,3400.0,10.0
115000000.0,0,3,2,166,4,6200.0,9.7
105000000.0,0,6,4,20,4,2850.0,27.0
62500000.0,0,5,5,87,4,2850.0,6.0
85000000.0,0,4,3,166,4,2850.0,12.0
80000000.0,0,1,1,20,4,2800.0,9.84
10125000.0,0,4,3,121,4,2850.0,20.25
80000000.0,0,2,2,166,9,2850.0,12.0
39500000.0,0,4,2,73,9,1500.0,7.0
39500000.0,0,2,1,166,4,1200.0,6.9
135000000.0,0,4,1,122,17,3000.0,12.0
110000000.0,0,6,2,166,4,4000.0,15.5
52000000.0,1,3,2,166,4,2500.0,10.2
30000000.0,0,3,1,166,4,1000.0,13.0
92000000.0,0,1,1,166,4,2850.0,10.0
43000000.0,0,4,3,166,4,2850.0,9.8
42000000.0,0,1,1,166,4,2850.0,9.5
52000000.0,1,2,2,157,6,3000.0,9.5
84000000.0,0,4,4,166,4,2850.0,14.1
350000000.0,0,4,5,166,4,8000.0,11.0
29500000.0,0,3,1,133,4,2850.0,20.0
12500000.0,0,4,1,123,4,2850.0,18.0
60000000.0,0,4,2,76,10,2850.0,5.0
52500000.0,0,4,2,166,4,2850.0,11.0
22000000.0,0,3,2,8,4,2850.0,8.5
29000000.0,0,4,3,73,9,2850.0,10.0
9700000.0,0,5,2,166,4,2850.0,16.0
65000000.0,0,7,1,79,11,2850.0,20.0
16000000.0,0,3,1,101,15,2850.0,15.0
33000000.0,0,4,4,89,4,2250.0,8.0
2500000.0,1,2,1,76,10,2850.0,11.0
5500000.0,0,2,1,166,6,2850.0,20.0
6200000.0,0,4,1,50,6,2850.0,10.0
6900000.0,0,3,2,110,6,2850.0,16.0
6000000.0,1,3,1,42,6,2850.0,14.0
3200000.0,1,3,1,50,6,2850.0,15.0
27500000.0,0,4,3,50,6,2850.0,10.0
3000000.0,0,2,1,50,6,2850.0,16.0
13000000.0,0,1,1,92,13,2850.0,25.0
22500000.0,0,1,1,69,4,2850.0,13.0
13500000.0,0,3,1,5,0,2850.0,19.0
15000000.0,0,3,1,61,4,2850.0,10.0
24500000.0,0,4,1,166,4,2850.0,10.0
30000000.0,1,5,3,109,6,2850.0,140.0
