negotiable,bedrooms,bathrooms,city,district,house_size_sqft,land_size_perches,price
0,4,1,13,9,2850.0,10.0,7000000.0
0,3,1,117,6,2850.0,13.5,19000000.0
0,2,1,79,11,2850.0,46.0,7500000.0
0,2,1,66,6,2850.0,12.5,10000000.0
0,4,4,50,6,2850.0,17.0,40000000.0
1,1,1,166,4,2850.0,12.8,32000000.0
1,5,3,73,9,2850.0,10.0,26000000.0
0,3,2,48,5,2850.0,10.0,16300000.0
0,3,2,50,6,2850.0,8.5,14000000.0
0,3,1,66,6,2850.0,13.85,14000000.0
1,5,3,166,4,3000.0,9.0,85000000.0
1,6,4,41,4,2850.0,15.5,135000000.0
0,2,1,166,6,2850.0,10.0,19500000.0
1,4,1,166,4,2850.0,20.0,59000000.0
1,2,1,126,9,2850.0,10.0,6800000.0
1,3,2,126,9,2850.0,14.03,16000000.0
1,6,6,166,4,8000.0,18.0,350000000.0
1,4,3,48,5,2850.0,7.5,42000000.0
0,5,3,82,4,4000.0,9.5,34000000.0
0,3,2,35,4,1428.0,11.0,160000000.0
1,5,3,157,6,2850.0,14.0,69000000.0
1,8,8,166,4,6000.0,7.5,115000000.0
0,3,2,50,6,2850.0,12.5,25000000.0
0,1,1,50,6,2850.0,2.5,4500000.0
0,5,2,92,13,2850.0,16.0,25000000.0
1,3,1,66,6,2850.0,12.5,13000000.0
1,3,2,166,4,2850.0,7.0,19500000.0
1,3,2,166,4,2850.0,6.5,18000000.0
0,5,2,126,9,2850.0,19.5,19000000.0
0,1,1,101,15,2850.0,11.0,6900000.0
0,5,4,166,4,2850.0,20.0,69500000.0
0,3,1,133,4,2850.0,6.0,9500000.0
1,4,1,10,2,2850.0,64.0,8800000.0
0,2,1,13,9,2850.0,10.0,11500000.0
0,3,1,147,4,2850.0,11.0,45000.0
0,4,2,37,4,2850.0,25.0,52000000.0
0,2,1,76,10,2850.0,9.8,18000000.0
1,3,1,27,4,1500.0,8.8,60000000.0
0,3,1,166,16,3715.0,136.0,51000000.0
0,3,1,166,4,2850.0,5.69,23000000.0
0,3,1,166,13,2850.0,10.0,2200000.0
0,4,1,73,9,2850.0,10.5,7000000.0
0,4,1,82,4,2850.0,7.0,26000000.0
0,4,3,98,4,2850.0,8.5,35000000.0
0,4,4,166,4,2850.0,11.0,52000000.0
0,4,1,166,15,2850.0,21.0,23500000.0
0,3,2,166,9,2850.0,10.3,16000000.0
1,3,2,166,4,2500.0,10.2,52000000.0
0,3,3,69,4,2850.0,117.0,35000000.0
0,4,1,42,6,2850.0,132.0,9000000.0
0,10,10,117,6,2850.0,15.5,75000000.0
1,3,2,8,4,2850.0,6.0,20000000.0
0,4,3,166,4,3700.0,9.75,72000000.0
0,2,1,50,6,2850.0,17.4,5000000.0
0,3,1,138,6,110.0,8.6,10200000.0
1,2,1,73,9,2850.0,10.0,6400000.0
1,4,4,166,4,2850.0,7.0,25000000.0
0,5,2,92,13,2850.0,35.0,16500000.0
1,2,1,166,6,2850.0,18.5,7000000.0
0,3,2,44,20,2850.0,20.0,19500000.0
0,4,1,42,6,2850.0,3.0,28500000.0
0,4,2,117,6,2850.0,20.0,19000000.0
1,7,6,50,6,2850.0,14.0,35000000.0
0,3,2,117,6,2850.0,11.0,18500000.0
0,3,1,166,4,2850.0,5.6,12000000.0
0,2,1,166,4,2850.0,10.0,3800000.0
1,5,3,166,4,2850.0,7.0,24000000.0
1,4,3,73,9,2850.0,7.2,23500000.0
1,5,2,42,6,2850.0,18.0,28500000.0
1,3,1,166,4,2850.0,10.5,15500000.0
0,4,1,134,13,2850.0,57.0,6800000.0
0,1,1,166,4,2850.0,10.0,25500000.0
1,3,2,8,4,2000.0,7.0,35000000.0
1,2,1,166,6,2850.0,10.0,3800000.0
1,3,2,157,6,2850.0,6.0,22000000.0
1,5,2,66,6,2850.0,10.3,27500000.0
1,8,3,166,4,2850.0,17.5,105000000.0
1,2,1,109,6,2850.0,8.4,2200000.0
0,7,4,166,4,4000.0,7.5,60000000.0
0,3,1,63,13,2850.0,15.0,8500000.0
0,3,1,126,9,2850.0,13.5,16500000.0
1,1,1,166,4,2850.0,2.4,7500000.0
0,4,1,38,14,2850.0,20.0,8000000.0
0,4,1,2,13,1500.0,182.0,12500000.0
0,3,1,50,6,2850.0,10.0,6800000.0
0,2,1,34,4,2850.0,11.0,17000000.0
1,1,1,40,11,2850.0,10.0,7700000.0
0,5,2,166,4,2850.0,10.0,69000000.0
1,3,3,76,10,2850.0,20.0,47000000.0
0,4,2,65,8,2850.0,2.5,31000000.0
0,4,3,82,4,2850.0,7.0,39500000.0
0,2,1,41,4,2850.0,11.0,40000000.0
0,3,1,101,15,2850.0,6.5,14000000.0
0,4,4,166,4,5930.0,15.0,114800000.0
0,3,2,166,4,2500.0,6.1,40000000.0
1,3,2,166,10,2850.0,13.5,13000000.0
0,3,2,166,4,1200.0,6.7,24000000.0
0,1,1,148,16,2850.0,40.0,6000000.0
0,4,1,114,13,2850.0,30.0,13500000.0
1,4,2,73,9,2850.0,10.0,15000000.0
0,3,2,13,9,2850.0,12.0,12500000.0
1,4,2,117,6,3000.0,57.0,48000000.0
1,3,1,166,4,2850.0,18.0,18500000.0
1,3,2,166,4,3400.0,8.2,31000000.0
0,2,1,73,9,2000.0,10.2,11000000.0
0,3,1,133,4,2850.0,6.0,14500000.0
0,4,5,157,6,2850.0,10.0,60000000.0
1,1,1,166,10,2850.0,12.0,8800000.0
0,3,1,133,4,2850.0,6.5,16000000.0
0,3,2,166,4,2057.0,14.3,23500000.0
1,3,4,133,4,3200.0,7.0,37500000.0
0,5,3,76,10,2850.0,8.8,19500000.0
0,4,3,166,4,3000.0,20.0,119000000.0
0,5,3,50,6,4400.0,10.0,39000000.0
0,3,2,141,20,2850.0,22.5,17500000.0
0,3,1,166,4,2850.0,12.5,13800000.0
1,2,2,42,6,2850.0,15.0,8000000.0
0,5,5,166,4,3500.0,7.0,68000000.0
0,10,10,76,10,3600.0,367.0,180000000.0
0,4,2,64,6,5100.0,10.6,95000000.0
0,4,2,166,4,3000.0,12.0,42000000.0
0,2,2,166,4,1000.0,11.0,37000000.0
0,3,1,166,4,2850.0,6.0,16500000.0
0,5,4,166,4,3500.0,8.0,56000000.0
0,4,2,76,10,2850.0,66.6,30000000.0
1,3,3,166,4,1800.0,11.5,9500000.0
1,3,2,92,13,2850.0,35.0,39500000.0
0,5,3,166,4,2750.0,10.0,46500000.0
0,5,2,50,6,2850.0,14.0,20000000.0
1,4,4,8,4,4917.0,10.0,66000000.0
0,4,2,76,10,2850.0,16.5,28500000.0
0,6,2,166,5,2850.0,11.5,28500000.0
0,5,5,166,4,5000.0,11.0,170000000.0
0,3,3,166,4,2700.0,8.0,45000000.0
0,2,1,25,4,2850.0,2.5,6500000.0
1,2,1,50,6,2850.0,17.0,23500000.0
0,1,1,96,4,2850.0,9.5,34000000.0
1,2,1,126,9,2850.0,10.0,23500000.0
0,3,2,166,4,2850.0,11.0,9700000.0
0,3,1,71,19,2850.0,10.0,11000000.0
1,1,1,76,10,2850.0,7.6,30000000.0
0,4,3,166,4,4200.0,35.0,225000000.0
0,4,1,117,6,2850.0,41.0,20000000.0
0,3,3,166,4,2850.0,10.0,26500000.0
1,4,1,126,9,1400.0,11.0,16000000.0
1,3,2,166,4,2850.0,9.0,15000000.0
1,4,1,64,6,2850.0,59.0,40000000.0
0,5,2,140,11,5000.0,1.5,30000000.0
1,5,2,50,6,660.0,11.0,500000.0
0,3,2,82,4,2850.0,10.5,18500000.0
1,4,2,64,6,1500.0,8.0,11900000.0
0,1,1,166,4,1800.0,6.0,22000000.0
1,4,3,109,6,2700.0,21.0,21000000.0
0,9,6,33,4,4500.0,11.0,260000000.0
1,8,5,166,4,5369.0,10.37,170000000.0
0,4,2,138,6,2850.0,10.0,25000000.0
0,3,1,75,6,2850.0,15.0,12500000.0
0,2,1,92,13,2850.0,15.0,30000000.0
0,2,1,50,6,2850.0,12.0,5500000.0
1,3,2,75,6,2850.0,6.21,19000000.0
1,3,1,62,9,2850.0,10.0,14500000.0
1,3,3,166,4,2850.0,3.5,17500000.0
0,5,2,104,13,2850.0,76.0,38000000.0
0,2,1,58,4,2850.0,15.0,7500000.0
0,3,1,66,6,2850.0,28.0,17000000.0
0,3,1,13,9,2850.0,10.0,18000000.0
1,3,1,50,6,2850.0,10.0,11000000.0
1,5,3,155,9,2850.0,5.0,6500000.0
1,3,3,35,4,3003.0,11.0,280000000.0
1,4,2,61,4,2850.0,12.0,19000000.0
0,3,1,66,6,5000.0,17.0,13500000.0
1,5,3,128,4,2850.0,6.0,28500000.0
1,2,1,66,6,2850.0,5.0,12500000.0
0,3,1,50,6,2850.0,15.0,10000000.0
1,4,1,85,6,2850.0,74.0,13600000.0
0,5,5,166,4,2850.0,68.0,59000000.0
0,2,2,138,6,1852.0,10.0,30000000.0
0,2,1,138,6,2850.0,7.0,13500000.0
0,5,3,66,6,3790.0,12.5,45000000.0
0,4,4,139,4,7000.0,17.3,260000000.0
1,3,1,166,14,2850.0,15.0,7000000.0
1,6,2,126,9,2850.0,10.0,17000000.0
1,3,1,8,4,2850.0,5.0,7500000.0
1,2,1,42,6,2850.0,8.0,3500000.0
1,4,3,92,13,2850.0,15.0,29500000.0
0,2,1,105,4,2635.0,6.5,6800000.0
0,5,2,48,5,2850.0,13.5,17000000.0
1,3,2,61,4,4247.0,15.6,9000000.0
0,4,2,138,6,2850.0,19.5,17500000.0
1,3,1,166,17,2850.0,9.0,6500000.0
0,2,1,25,4,2850.0,1.5,9500000.0
0,2,2,13,9,2850.0,8.0,12500000.0
1,2,1,126,9,2850.0,10.0,22000000.0
0,4,1,92,13,2850.0,15.0,11000000.0
1,3,2,114,13,2850.0,22.0,9500000.0
1,3,2,166,4,2000.0,10.0,22000000.0
1,5,2,84,6,2850.0,6.0,27500000.0
0,4,3,50,6,3400.0,10.0,49000000.0
0,1,1,166,4,2850.0,6.0,9800000.0
1,4,2,92,13,2850.0,40.0,8500000.0
1,1,1,50,6,2850.0,19.8,22000000.0
0,1,1,57,7,2850.0,146.0,9500000.0
0,4,2,8,4,2000.0,8.6,17000000.0
1,4,2,73,9,2500.0,38.5,16500000.0
1,3,1,114,13,2850.0,15.0,7300000.0
1,6,1,101,15,2850.0,11.0,13000000.0
0,4,3,166,6,2850.0,15.0,35000000.0
0,4,4,166,4,2850.0,11.0,35000000.0
0,3,2,166,4,2850.0,10.0,30000000.0
0,3,1,117,6,2850.0,16.0,17800000.0
0,2,1,6,1,2850.0,90.0,7500000.0
1,3,2,166,4,1350.0,7.2,22500000.0
1,3,2,166,4,2850.0,9.0,35000000.0
1,4,3,73,9,2850.0,11.0,18000000.0
0,4,1,48,5,2850.0,11.0,8500000.0
1,5,3,15,4,2850.0,10.0,45000000.0
0,3,1,8,4,2850.0,6.0,13500000.0
0,2,1,157,6,2850.0,5.0,10000000.0
0,5,3,50,6,4000.0,20.0,79000000.0
1,3,1,156,13,2850.0,28.5,26000000.0
1,3,3,50,6,5462.0,14.5,14000000.0
0,4,4,166,4,5000.0,21.0,250000000.0
0,4,2,166,4,5000.0,9.0,109000000.0
1,3,1,126,9,2850.0,10.0,13000000.0
0,4,4,166,4,3000.0,6.0,65000000.0
0,3,1,166,4,2850.0,7.2,35500000.0
0,3,1,61,4,2850.0,10.0,15000000.0
0,3,3,166,4,2250.0,7.2,43000000.0
0,2,1,105,4,2850.0,8.1,6500000.0
0,3,1,110,6,2850.0,10.0,4600000.0
0,3,2,166,4,2850.0,11.0,20000000.0
1,3,1,109,6,2850.0,15.0,5500000.0
1,4,1,166,4,2850.0,10.0,14950000.0
0,2,2,101,15,2850.0,11.0,33300000.0
1,3,2,166,4,1500.0,10.0,24000000.0
1,5,3,50,6,2850.0,20.0,220000000.0
0,5,7,166,4,3900.0,14.9,85000000.0
1,3,1,50,6,2850.0,15.0,4200000.0
0,4,3,166,4,2450.0,8.5,58000000.0
1,3,2,73,9,2850.0,17.0,10700000.0
0,1,1,76,10,2850.0,9.7,5000000.0
0,3,1,61,4,2850.0,11.0,12700000.0
0,4,3,166,4,2800.0,7.1,37500000.0
1,3,2,76,10,2850.0,17.0,46000000.0
1,3,1,50,6,2850.0,7.0,5000000.0
1,5,2,19,6,2850.0,15.0,20000000.0
1,1,1,166,4,2850.0,3.5,9800000.0
1,5,5,166,4,2950.0,8.0,60000000.0
1,2,1,73,9,2850.0,11.0,5000000.0
1,4,2,73,9,1600.0,22.5,18000000.0
0,4,3,166,4,2950.0,6.0,43000000.0
1,3,1,92,13,2850.0,24.0,4500000.0
0,1,1,137,19,2850.0,5.5,12500000.0
1,4,2,50,6,2850.0,5.8,21500000.0
0,4,4,166,4,6000.0,17.4,200000000.0
0,2,1,166,4,2850.0,7.5,5500000.0
0,3,1,50,6,2850.0,17.0,8450000.0
1,5,2,114,13,2850.0,15.0,13000000.0
0,2,1,13,9,2850.0,9.0,10500000.0
0,4,2,144,6,2850.0,10.0,28500000.0
0,3,2,144,6,2850.0,10.0,11000000.0
0,4,1,48,5,2850.0,22.5,28500000.0
0,3,2,66,6,2850.0,34.9,24000000.0
0,3,2,61,4,2850.0,8.0,19500000.0
0,3,2,50,6,2850.0,11.0,7900000.0
0,3,1,92,13,2850.0,15.0,14000000.0
0,5,2,66,6,3800.0,12.25,42000000.0
0,3,2,166,4,2850.0,10.0,39000000.0
0,1,1,138,6,2850.0,10.5,9200000.0
1,4,1,76,10,2850.0,7.6,45000000.0
0,3,1,166,6,2850.0,10.0,10000000.0
0,3,1,119,6,2850.0,12.5,12500000.0
1,4,2,50,6,2850.0,16.0,28500000.0
1,2,1,126,9,2850.0,10.0,7400000.0
0,3,1,68,18,2850.0,20.0,7800000.0
0,1,1,73,9,2850.0,10.0,12500000.0
0,4,4,147,4,2600.0,6.4,68000000.0
0,4,1,166,7,2850.0,81.5,17000000.0
0,3,3,98,4,1855.0,14.0,39500000.0
0,3,1,166,4,2850.0,20.0,2000000.0
1,2,2,139,4,2850.0,11.0,78000.0
1,3,2,66,6,2850.0,34.9,24000000.0
1,5,2,50,6,2850.0,14.0,31500000.0
1,4,2,166,4,2850.0,16.0,31000000.0
0,1,1,18,16,2850.0,11.0,2700000.0
1,1,1,166,4,2850.0,5.5,22500000.0
0,4,2,166,4,2850.0,32.0,43000000.0
1,3,2,166,4,2850.0,7.0,28000000.0
0,2,1,133,4,2850.0,7.0,6500000.0
0,1,1,166,4,2850.0,4.0,16000000.0
1,2,3,166,4,2850.0,5.0,24500000.0
1,4,3,58,4,2850.0,30.0,50000000.0
1,2,2,133,4,2850.0,10.0,22000000.0
0,1,1,166,13,2850.0,15.0,27500000.0
0,3,1,81,6,2850.0,20.0,25000000.0
0,5,3,166,4,3200.0,10.25,51000000.0
0,6,2,61,4,2850.0,10.0,25000000.0
0,3,1,61,4,2850.0,10.0,13500000.0
0,4,1,50,6,2850.0,23.0,9800000.0
1,4,2,8,4,2850.0,14.0,23000000.0
1,3,1,62,9,2850.0,10.0,8000000.0
0,4,2,76,10,2850.0,66.6,30000000.0
0,3,2,66,6,2850.0,10.25,41000000.0
0,2,1,79,11,2850.0,19.2,16500000.0
0,3,2,50,6,2850.0,15.0,22000000.0
0,3,1,61,4,2850.0,6.0,13800000.0
0,4,1,50,6,2850.0,41.0,20000000.0
0,4,1,13,9,2850.0,21.0,9500000.0
1,2,2,157,6,2850.0,11.0,38000000.0
0,4,3,50,6,3200.0,20.0,45000000.0
0,2,1,166,6,2850.0,6.0,7200000.0
0,2,1,83,12,2850.0,2.0,11000000.0
0,3,1,50,6,1350.0,20.0,10500000.0
0,2,1,57,7,2850.0,11.0,7000000.0
1,5,4,35,4,2850.0,11.0,425000000.0
1,4,4,166,4,2850.0,11.0,78000000.0
0,2,1,166,4,2850.0,11.0,11500000.0
1,4,2,85,6,2850.0,20.0,4800000.0
0,2,2,166,4,1250.0,12.6,53000000.0
0,3,2,166,4,2850.0,2.5,88000000.0
0,1,1,166,7,2850.0,146.0,9500000.0
1,3,1,166,4,2850.0,10.68,36000000.0
0,4,4,166,4,2880.0,20.0,65000000.0
1,5,5,82,4,3300.0,11.5,36000000.0
0,3,2,166,4,1400.0,6.0,39500000.0
1,2,1,96,4,2850.0,21.0,39000000.0
0,3,1,92,13,2850.0,179.0,6600000.0
1,4,2,73,9,2850.0,10.0,23500000.0
0,2,1,13,9,2850.0,13.0,6700000.0
0,3,1,62,9,2850.0,47.04,19500000.0
0,4,2,166,4,2600.0,15.0,29000000.0
1,5,2,58,4,2850.0,10.0,16000000.0
0,3,2,166,4,2850.0,11.0,45000000.0
1,7,5,6,1,2850.0,130.0,45000000.0
1,3,2,166,4,2850.0,15.0,17500000.0
0,3,1,166,4,2850.0,6.5,12500000.0
0,3,1,48,5,1729.0,12.6,13000000.0
0,8,3,117,6,2850.0,14.0,25000000.0
1,4,2,90,13,2850.0,16.5,12000000.0
1,3,2,50,6,2850.0,14.3,27000000.0
1,2,1,166,4,2850.0,9.9,27000000.0
0,3,1,76,10,2850.0,10.9,15000000.0
0,1,1,166,4,2850.0,8.0,4500000.0
1,3,2,8,4,1200.0,6.75,25000000.0
0,4,4,166,6,2850.0,10.0,35000000.0
0,4,3,20,4,3000.0,7.0,59000000.0
1,3,1,66,6,2850.0,10.0,12000000.0
0,3,2,48,5,2850.0,34.0,4500000.0
1,1,1,115,19,2850.0,11.0,24000000.0
1,4,2,76,10,2850.0,18.0,20000000.0
0,1,1,50,6,2850.0,15.0,15000000.0
1,5,2,6,1,2850.0,5.0,29000000.0
1,5,2,166,6,2850.0,22.0,55000000.0
1,3,1,166,6,2850.0,15.0,5500000.0
1,10,10,73,9,2850.0,18.0,23000000.0
0,1,1,166,4,2850.0,28.0,98000000.0
0,3,2,86,4,2850.0,7.1,34000000.0
1,2,1,50,6,2850.0,20.0,29500000.0
1,5,3,166,4,2990.0,15.0,80000000.0
0,3,1,69,4,2850.0,8.0,17800000.0
1,6,4,166,4,2850.0,8.5,37000000.0
1,1,1,48,5,2850.0,11.0,6900000.0
1,4,1,8,4,2850.0,12.0,13500000.0
0,4,2,92,13,2850.0,50.3,22000000.0
1,3,1,166,4,2850.0,10.0,26500000.0
0,4,1,92,13,2850.0,15.0,8500000.0
0,3,2,92,13,2850.0,10.0,18500000.0
1,4,2,166,4,2850.0,6.0,46000000.0
1,3,1,109,6,2850.0,53.0,17000000.0
0,3,1,50,6,2850.0,33.0,4800000.0
0,4,2,166,4,2850.0,10.0,39000000.0
0,2,1,81,6,2850.0,7.5,13000000.0
0,3,1,166,4,2850.0,5.0,14500000.0
0,1,1,166,4,2850.0,8.0,22500000.0
1,2,2,73,9,2850.0,10.0,16500000.0
0,5,1,6,1,2850.0,1.0,5500000.0
0,3,1,42,6,2850.0,15.0,5700000.0
1,3,3,98,4,1590.0,1.5,26500000.0
0,1,1,53,13,2850.0,56.0,8000000.0
1,4,3,126,9,2850.0,20.5,25000000.0
1,5,4,157,6,2850.0,11.0,59000000.0
0,3,3,166,6,2850.0,6.3,32000000.0
0,3,1,52,6,2850.0,12.0,7500000.0
0,3,2,166,4,2850.0,8.0,15000000.0
1,4,5,166,4,4500.0,7.5,118000000.0
0,2,2,76,10,1400.0,12.0,21000000.0
0,2,1,92,13,3100.0,18.5,10500000.0
0,4,4,121,4,2801.0,8.0,88000000.0
0,3,1,166,4,2850.0,9.3,28000000.0
1,4,2,50,6,2850.0,32.0,19500000.0
1,4,3,101,15,17400.0,64.0,550000000.0
1,3,2,166,4,2000.0,8.7,140000000.0
0,2,1,13,9,2850.0,7.5,2300000.0
1,4,2,61,4,2850.0,14.0,28500000.0
0,3,1,166,6,2850.0,2.0,6500000.0
1,1,1,41,4,2850.0,11.0,42350000.0
0,3,1,50,6,1600.0,40.0,16000000.0
0,5,5,96,4,4500.0,8.5,75000000.0
0,2,1,166,4,1150.0,6.5,23500000.0
1,3,2,43,20,3300.0,10.0,26500000.0
1,3,1,126,9,2850.0,11.5,10000000.0
1,4,2,61,4,2850.0,14.0,28500000.0
0,6,9,15,4,16500.0,48.0,650000000.0
0,5,4,166,4,3500.0,11.0,95000000.0
1,2,2,166,4,2850.0,11.0,9200000.0
0,3,1,50,6,2850.0,12.0,7500000.0
0,2,1,133,4,2850.0,6.25,13900000.0
0,5,2,166,10,2850.0,15.0,39000000.0
0,3,2,50,6,1100.0,7.25,26000000.0
0,4,3,166,4,2850.0,7.5,83000000.0
1,3,2,73,9,2850.0,15.0,11500000.0
0,3,1,166,1,2850.0,40.0,12500000.0
1,6,4,166,4,4000.0,10.68,98000000.0
1,3,1,76,10,2850.0,23.0,12000000.0
0,3,1,61,4,2850.0,10.5,14800000.0
0,1,1,73,9,2850.0,11.0,12500000.0
0,2,1,50,6,2850.0,10.0,5000000.0
1,4,1,50,6,2850.0,65.0,16500000.0
0,1,1,9,4,2850.0,20.0,14000000.0
0,3,2,166,4,2850.0,7.0,17900000.0
0,3,2,73,9,2850.0,15.0,16000000.0
1,3,1,70,20,2850.0,62.0,9500000.0
0,2,1,166,4,2850.0,7.0,8000000.0
1,3,3,139,4,3450.0,8.0,75000000.0
0,1,1,166,4,300.0,9.0,83000000.0
0,4,3,98,4,2850.0,8.1,39500000.0
0,3,1,69,4,2850.0,14.0,11900000.0
0,3,2,81,6,2850.0,11.0,180000.0
1,3,2,166,6,1450.0,12.5,21000000.0
1,4,3,166,4,2850.0,10.0,45000000.0
1,4,2,166,4,2850.0,17.5,27000000.0
0,4,2,133,4,2850.0,12.0,25000000.0
0,2,1,101,15,2850.0,96.0,6500000.0
1,2,1,166,4,2850.0,12.7,215900000.0
1,3,1,166,4,2850.0,10.0,9200000.0
1,2,1,50,6,2850.0,6.0,15000000.0
0,3,2,166,4,2850.0,10.0,11000000.0
0,6,6,166,4,3800.0,10.0,105000000.0
1,5,3,166,4,2850.0,10.0,18500000.0
1,4,1,166,9,2850.0,9.0,11000000.0
0,4,2,41,4,2850.0,11.0,75000000.0
1,3,1,62,9,2850.0,12.5,5500000.0
0,3,1,154,6,2850.0,20.0,14700000.0
1,3,1,115,19,2850.0,15.0,16000000.0
0,3,2,157,6,1600.0,6.75,32000000.0
0,1,1,166,4,2850.0,24.5,71050000.0
0,3,2,166,4,1550.0,10.0,26000000.0
1,3,2,166,4,2850.0,16.0,68000000.0
0,3,1,66,6,2850.0,12.5,14500000.0
1,4,3,166,4,2500.0,10.0,43000000.0
0,2,1,123,4,2850.0,10.0,7000000.0
0,3,1,50,6,2850.0,10.0,22000000.0
0,4,4,8,4,2950.0,9.6,44000000.0
1,4,4,139,4,7000.0,17.3,260000000.0
0,3,2,117,6,2850.0,10.0,25000000.0
0,2,1,50,6,2850.0,7.0,4940000.0
1,5,5,32,4,2850.0,10.0,170000000.0
1,3,2,50,6,2850.0,12.5,8300000.0
0,1,1,166,4,2850.0,9.5,42000000.0
0,4,2,166,4,2850.0,3.0,15000000.0
1,2,1,89,4,1150.0,10.0,19000000.0
0,5,5,166,4,3000.0,6.0,75000000.0
1,2,1,166,4,2850.0,3.8,17000000.0
1,3,1,90,13,2850.0,15.0,9800000.0
0,4,4,146,7,2850.0,43.0,22000000.0
0,4,2,166,4,2850.0,6.5,31000000.0
1,5,2,166,4,2850.0,2.0,13000000.0
1,2,1,123,4,2850.0,67.0,8000000.0
1,4,2,8,4,2700.0,6.3,19000000.0
1,1,1,25,4,2850.0,2.0,10000000.0
0,3,1,126,9,2850.0,16.5,22275000.0
1,3,1,166,4,2850.0,8.5,29000000.0
0,9,8,75,6,2850.0,19.0,55000000.0
1,3,2,166,4,1350.0,6.1,26000000.0
0,3,2,166,4,2850.0,7.5,25000000.0
1,2,1,156,13,2850.0,15.0,2250000.0
0,4,3,33,4,2736.0,9.35,110000000.0
1,5,3,126,9,2850.0,10.0,26500000.0
0,1,1,18,16,2850.0,20.0,2800000.0
0,3,3,157,6,4000.0,10.1,35000000.0
0,1,1,75,6,2850.0,11.0,12500000.0
1,3,1,166,4,2850.0,5.0,15000000.0
1,3,1,109,6,2850.0,13.0,10700000.0
0,2,1,90,13,2850.0,10.0,3400000.0
0,6,3,79,11,2850.0,55.0,30000000.0
1,2,1,133,4,2850.0,8.55,22000000.0
0,3,1,166,4,2850.0,10.0,18500000.0
1,3,3,57,7,2000.0,18.0,11000000.0
1,3,3,20,4,2850.0,20.0,60000000.0
0,3,2,75,6,1450.0,5.5,34000000.0
0,4,3,166,4,2850.0,12.0,85000000.0
0,3,1,61,4,2850.0,13.0,14000000.0
1,5,4,50,6,2850.0,30.0,40000000.0
1,6,5,166,4,2850.0,11.0,49000000.0
0,3,2,82,4,1450.0,10.0,28500000.0
1,6,6,166,4,3800.0,12.0,45000000.0
1,5,3,51,10,2850.0,15.5,45000000.0
0,4,3,166,4,2850.0,10.0,33000000.0
0,4,1,110,6,2850.0,59.0,13000000.0
1,3,2,50,6,2850.0,9.9,18000000.0
1,5,3,166,6,4400.0,10.0,39000000.0
1,2,1,1,15,2850.0,9.0,2800000.0
0,2,1,166,4,2850.0,10.0,14000000.0
0,3,3,73,9,2850.0,11.75,21500000.0
1,5,5,166,4,2850.0,10.0,135000000.0
0,1,1,98,4,3000.0,11.0,37500000.0
0,6,3,50,6,2850.0,12.0,40000000.0
0,10,8,166,4,8250.0,20.0,200000000.0
0,1,1,50,6,2850.0,85.0,6500000.0
1,5,3,166,4,3000.0,10.24,62000000.0
1,3,2,50,6,2850.0,14.0,14000000.0
0,2,1,50,6,2850.0,11.0,4500000.0
1,6,2,15,4,3800.0,10.0,105000000.0
0,2,1,166,4,2850.0,18.1,39000000.0
1,1,1,119,6,2850.0,14.0,9500000.0
0,3,1,50,6,2850.0,15.0,6500000.0
1,3,1,110,6,2850.0,92.0,9300000.0
0,1,1,62,9,2850.0,20.0,6500000.0
0,4,2,166,4,3000.0,6.0,76000000.0
1,5,3,33,4,2850.0,11.0,49000000.0
1,2,1,54,4,2850.0,6.8,12000000.0
0,3,3,138,6,2850.0,9.3,33500000.0
1,4,4,166,4,4500.0,10.0,65000000.0
0,4,1,112,16,2850.0,20.0,25000000.0
0,2,1,33,4,2850.0,12.0,192000000.0
1,3,2,166,9,2850.0,14.03,16000000.0
0,4,2,166,13,2850.0,50.3,15000000.0
1,3,2,137,19,2850.0,32.25,27500000.0
0,4,2,166,4,2850.0,10.0,14000000.0
0,3,1,61,4,2850.0,10.0,7600000.0
0,2,2,50,6,2850.0,15.0,18000000.0
0,4,2,13,9,2850.0,38.5,14500000.0
0,4,3,166,4,4000.0,10.0,55000000.0
1,3,2,166,4,2850.0,16.0,68000000.0
1,2,1,166,6,2850.0,7.0,6800000.0
1,4,3,76,10,2850.0,36.5,85000000.0
1,9,5,2,13,6300.0,55.0,150000000.0
1,7,3,166,4,2850.0,13.0,75000000.0
0,5,4,166,4,6800.0,20.0,93000000.0
0,1,1,13,9,2850.0,10.0,9800000.0
0,4,4,166,4,4000.0,22.0,55000000.0
1,3,1,166,4,2850.0,11.0,12500000.0
1,4,3,126,9,5000.0,12.0,85000000.0
1,4,3,133,4,2600.0,8.0,45000000.0
1,4,4,32,4,4000.0,6.62,150000000.0
0,3,1,105,4,2850.0,48.0,16500000.0
1,6,6,101,15,2850.0,12.0,21000000.0
1,8,8,41,4,2850.0,14.0,112000000.0
1,2,1,166,6,2850.0,2.0,5000000.0
0,3,2,166,4,2850.0,15.0,35000000.0
0,3,3,166,4,2850.0,8.0,23000000.0
0,4,2,157,6,2850.0,13.0,40000000.0
1,3,1,156,13,2850.0,17.5,10800000.0
0,2,1,1,15,2850.0,15.0,6200000.0
0,1,1,62,9,2850.0,80.0,16500000.0
0,2,1,50,6,2850.0,30.0,6300000.0
0,2,1,166,4,2850.0,11.0,5900000.0
0,3,1,92,13,2850.0,15.0,16000000.0
