negotiable,bedrooms,bathrooms,city,district,house_size_sqft,land_size_perches,price
1,3,1,165,6,2850.0,10.0,8800000.0
0,4,4,166,4,4250.0,8.0,62500000.0
0,1,1,89,4,2850.0,20.0,25000000.0
0,3,1,81,6,2850.0,3.0,8500000.0
1,3,3,166,4,2000.0,20.0,50000000.0
1,4,2,50,6,2850.0,14.0,31500000.0
0,3,2,41,4,2850.0,10.0,39000000.0
0,3,1,48,5,2850.0,10.0,12500000.0
0,2,1,128,4,2850.0,15.0,25000000.0
1,7,3,48,5,2850.0,25.5,33900000.0
0,4,1,166,6,2850.0,10.75,37500000.0
0,3,3,98,4,2850.0,11.0,19500000.0
0,3,2,105,4,2850.0,8.5,13500000.0
1,1,1,141,20,2850.0,10.0,3700000.0
0,2,2,166,4,2850.0,4.0,13000000.0
1,4,3,8,4,2850.0,6.2,30000000.0
0,4,2,73,9,2850.0,10.0,19000000.0
0,3,1,128,4,2850.0,20.0,42000000.0
1,3,1,76,10,2850.0,23.0,8500000.0
0,3,2,85,6,2850.0,15.0,7700000.0
1,5,3,35,4,2850.0,19.5,29250000.0
1,6,6,166,4,2850.0,5.7,57500000.0
0,4,4,98,4,3000.0,5.5,42500000.0
1,3,3,166,4,1400.0,9.7,26500000.0
0,4,1,165,6,2850.0,19.0,12500000.0
1,3,2,126,9,2850.0,10.0,9000000.0
0,6,4,166,4,4000.0,12.0,85000000.0
1,7,2,166,4,3500.0,10.0,21000000.0
1,4,1,166,4,2850.0,35.0,15000000.0
0,1,1,166,4,2850.0,15.0,15500000.0
0,3,1,75,6,2850.0,21.0,18500000.0
0,6,5,166,4,9500.0,40.0,185000000.0
1,2,1,50,6,2850.0,15.0,7800000.0
0,5,1,116,4,3500.0,12.8,75000000.0
0,1,1,48,5,2850.0,18.5,8500000.0
0,3,1,166,4,2850.0,10.0,13000000.0
1,3,1,166,13,2850.0,20.0,7500000.0
0,3,1,12,20,2850.0,2.0,2000000.0
0,3,2,166,4,2850.0,10.0,18500000.0
0,3,1,166,4,2850.0,10.8,15500000.0
0,3,2,166,4,1650.0,10.0,30000000.0
0,3,1,166,4,2850.0,12.0,12800000.0
1,5,4,32,4,2850.0,10.0,220000000.0
0,3,1,50,6,2850.0,10.0,16000000.0
0,10,9,33,4,12000.0,26.4,17000000.0
0,3,2,31,4,2850.0,2.0,40000000.0
1,2,1,73,9,2850.0,10.2,6500000.0
0,5,1,92,13,2850.0,120.0,13500000.0
0,5,3,13,9,2850.0,20.0,25000000.0
0,7,5,50,6,5500.0,21.0,127000000.0
1,3,1,155,9,2850.0,15.0,10800000.0
0,2,2,117,6,2850.0,14.0,26500000.0
0,4,4,138,6,2850.0,6.0,47000000.0
0,2,1,142,4,2850.0,11.0,32500000.0
0,3,1,166,4,2850.0,8.0,19500000.0
1,6,4,131,10,2850.0,10.0,49000000.0
0,5,1,79,11,2850.0,13.5,13500000.0
1,3,1,50,6,2850.0,35.0,24500000.0
0,5,3,166,4,2700.0,9.0,46500000.0
0,2,2,121,4,2850.0,20.0,9000000.0
0,3,1,166,4,2850.0,10.0,11500000.0
0,1,1,166,4,2850.0,7.7,38000000.0
0,2,1,126,9,2850.0,7.0,7600000.0
0,1,1,92,13,2850.0,2.0,8500000.0
0,3,1,166,4,2850.0,11.0,19000000.0
0,3,3,15,4,2744.0,13.12,59000000.0
0,5,4,166,6,7800.0,40.0,250000000.0
0,3,1,50,6,2850.0,17.0,6500000.0
0,2,2,155,9,2850.0,14.5,9500000.0
0,3,1,50,6,2850.0,8.0,6850000.0
0,3,1,114,13,2850.0,63.0,3200000.0
0,4,3,82,4,2850.0,7.9,30000000.0
1,2,1,133,4,2850.0,8.0,10000000.0
0,4,2,166,4,2850.0,10.0,241000000.0
1,4,3,89,4,2850.0,10.0,40000000.0
0,7,6,166,4,2850.0,11.4,11400000.0
1,2,1,50,6,2850.0,10.0,4300000.0
0,4,3,166,4,3218.0,6.0,56000000.0
1,4,4,166,4,2950.0,9.16,44000000.0
1,2,1,50,6,2850.0,10.0,13500000.0
1,1,1,50,6,2850.0,20.0,3500000.0
0,3,3,8,4,1400.0,10.0,30000000.0
0,3,2,62,9,2850.0,22.0,12000000.0
0,2,1,70,20,2850.0,19.0,3500000.0
0,3,2,116,4,2850.0,10.0,60000000.0
1,8,3,117,6,2850.0,14.0,23000000.0
0,5,3,76,10,2850.0,11.0,32500000.0
1,3,2,166,4,2850.0,10.0,28500000.0
0,4,1,50,6,2850.0,130.0,8000000.0
0,2,1,50,6,1050.0,6.0,7900000.0
1,3,1,166,4,2850.0,10.0,26000000.0
0,4,1,73,9,2850.0,11.0,20000000.0
0,3,1,166,4,2850.0,8.0,12800000.0
0,5,3,166,4,2850.0,5.5,35000000.0
0,3,1,83,12,2850.0,11.0,12000000.0
0,4,3,73,9,2850.0,6.5,22500000.0
0,4,4,166,4,4732.0,12.0,49500000.0
0,3,2,166,4,1350.0,6.0,35000000.0
0,5,3,166,4,2850.0,24.0,75000000.0
0,3,1,65,8,2850.0,2.0,16000000.0
0,2,1,126,9,2850.0,4.5,6200000.0
0,2,1,54,4,2850.0,10.0,16500000.0
0,3,2,66,6,1250.0,6.1,16800000.0
1,3,1,73,9,2850.0,12.0,6700000.0
1,3,1,19,6,2850.0,15.0,20000000.0
1,4,2,41,4,1400.0,2.5,28000000.0
0,4,2,133,4,2850.0,10.0,22000000.0
1,3,1,166,6,2850.0,18.0,7500000.0
1,6,4,66,6,4200.0,7.5,26000000.0
1,5,4,166,4,2500.0,10.0,46500000.0
0,3,3,166,4,2850.0,7.0,25000000.0
1,2,1,112,16,2850.0,20.0,2200000.0
1,6,4,166,4,8000.0,49.0,360000000.0
1,4,3,89,4,2850.0,20.0,49800000.0
1,3,1,137,19,2850.0,20.0,16000000.0
0,5,2,104,13,2850.0,20.0,11500000.0
0,2,2,126,9,2850.0,16.0,10000000.0
1,4,2,166,4,2850.0,7.0,23000000.0
0,1,1,166,4,2850.0,8.0,8500000.0
1,4,3,166,4,2850.0,7.23,37500000.0
0,3,2,33,4,4500.0,11.0,100000000.0
1,4,2,166,4,2580.0,11.66,45000000.0
1,3,2,13,9,2850.0,10.4,16500000.0
1,4,4,166,4,3900.0,7.0,70000000.0
0,5,4,166,4,2850.0,10.0,45000000.0
0,4,3,76,10,2850.0,32.0,52500000.0
0,1,1,166,15,2850.0,10.0,4800000.0
0,3,3,166,4,4500.0,13.0,125000000.0
0,5,3,31,4,4000.0,12.8,250000000.0
0,3,2,61,4,1334.0,10.0,16500000.0
0,3,2,82,4,2850.0,10.0,32000000.0
0,3,2,166,6,2850.0,10.0,22000000.0
0,1,1,166,13,2850.0,20.0,4000000.0
1,4,4,61,4,2850.0,16.5,16500000.0
1,3,1,73,9,2850.0,13.5,20000000.0
0,4,2,92,13,2850.0,15.0,24000000.0
0,3,1,89,4,2850.0,6.9,11500000.0
1,2,2,126,9,2850.0,7.0,12500000.0
0,3,1,166,4,2850.0,2.5,9500000.0
0,2,1,61,4,2850.0,9.5,15300000.0
1,3,1,166,6,2850.0,20.0,14500000.0
0,5,2,60,5,2850.0,35.0,32000000.0
1,3,2,166,4,1350.0,7.0,23800000.0
0,3,1,50,6,2850.0,22.0,4500000.0
1,5,4,31,4,2850.0,12.8,300000000.0
0,1,1,166,4,2850.0,11.0,35000.0
0,3,3,166,4,3000.0,7.5,45000000.0
0,3,3,64,6,3500.0,8.0,33500000.0
1,5,2,50,6,2500.0,12.0,29000000.0
0,1,1,166,6,2850.0,18.5,2000000.0
1,2,1,77,16,2850.0,30.0,16500000.0
0,6,2,138,6,2850.0,40.0,28000000.0
1,3,2,62,9,2850.0,15.0,20000000.0
0,3,1,166,6,2850.0,10.0,14500000.0
1,4,2,166,4,3000.0,10.6,33000000.0
0,1,1,100,14,2850.0,20.0,27000000.0
0,4,3,166,4,4300.0,13.16,128000000.0
1,3,3,76,10,1200.0,30.0,13500000.0
0,4,3,166,4,3000.0,10.8,32000000.0
0,1,1,166,4,2850.0,7.0,35000000.0
1,2,1,166,6,2850.0,11.0,18000000.0
0,3,1,166,13,2850.0,40.5,4500000.0
1,6,4,166,4,3200.0,20.0,89000000.0
0,3,2,79,11,2850.0,20.0,6900000.0
0,3,1,101,15,2850.0,15.0,16800000.0
1,5,2,50,6,2100.0,15.0,30000000.0
1,3,1,61,4,2850.0,10.0,13000000.0
0,3,1,117,6,2850.0,15.5,8700000.0
0,4,2,166,10,2850.0,10.0,43000000.0
0,4,4,166,4,2850.0,14.1,84000000.0
0,1,1,101,15,2850.0,60.0,14500000.0
0,5,5,166,4,3820.0,10.1,90000000.0
0,6,5,132,10,2850.0,15.0,50000000.0
0,3,2,41,4,2850.0,5.0,32000000.0
0,4,3,166,4,3500.0,10.0,65000000.0
0,5,2,166,4,9000.0,31.0,300000000.0
0,2,1,83,12,2850.0,4.0,8500000.0
0,3,1,166,4,2850.0,15.0,4300000.0
1,5,2,4,7,2400.0,20.0,21500000.0
1,1,1,166,4,5806.0,11.0,120000000.0
1,3,3,50,6,1850.0,6.5,42500000.0
0,3,2,166,4,2850.0,15.0,15000000.0
0,1,1,22,16,2850.0,65.0,2700000.0
0,5,4,166,4,2850.0,10.0,50000000.0
0,2,1,48,5,2850.0,10.0,9500000.0
1,3,1,58,4,2850.0,24.0,7500000.0
0,1,1,50,6,2850.0,9.5,3300000.0
1,2,1,166,4,2850.0,18.0,45000000.0
1,5,1,73,9,2850.0,10.0,8200000.0
0,3,1,66,6,2850.0,7.0,11500000.0
0,7,6,166,4,6000.0,27.5,185000000.0
0,1,1,62,9,2850.0,13.0,6250000.0
1,2,1,76,10,2850.0,11.0,2500000.0
0,6,3,166,4,6000.0,12.0,85000000.0
1,4,3,166,4,2600.0,12.5,35000000.0
1,4,2,166,4,2625.0,17.5,39500000.0
1,6,6,166,4,6670.0,35.0,210000000.0
0,2,1,50,6,2850.0,5.0,2350000.0
1,3,2,166,4,2850.0,7.9,57000000.0
0,4,1,50,6,2850.0,10.0,6200000.0
0,3,2,50,6,1990.0,7.0,26000000.0
0,4,2,166,4,2850.0,6.0,26000000.0
0,5,3,76,10,2850.0,11.0,37500000.0
0,4,2,166,9,2850.0,12.0,16500000.0
1,5,2,166,4,2850.0,10.0,29000000.0
1,3,1,76,10,2850.0,11.0,5500000.0
0,5,4,166,4,2800.0,8.8,78500000.0
0,2,1,50,6,2850.0,4.5,7500000.0
1,7,3,165,6,2850.0,17.0,29500000.0
0,3,1,8,4,2850.0,9.0,19500000.0
1,6,6,117,6,2850.0,17.0,69000000.0
1,4,2,126,9,2850.0,6.9,7500000.0
0,3,1,13,9,2850.0,13.0,11500000.0
0,6,7,166,4,8000.0,19.0,45000000.0
1,3,1,76,10,2200.0,20.0,18500000.0
0,4,1,73,9,2850.0,12.8,13900000.0
1,5,2,141,20,2850.0,42.0,12000000.0
0,2,1,48,5,2850.0,12.0,37200000.0
1,1,1,109,6,2850.0,19.11,9200000.0
1,3,2,76,10,1500.0,26.0,27500000.0
0,6,2,51,10,2850.0,24.0,3600000.0
0,3,2,166,4,2850.0,5.5,45000000.0
1,4,2,166,4,3000.0,10.0,33000000.0
0,1,2,73,9,2850.0,11.0,13000000.0
0,3,1,117,6,2850.0,19.0,17000000.0
0,2,1,109,6,2850.0,17.0,5200000.0
0,2,1,48,5,2850.0,37.0,7500000.0
1,1,1,92,13,2850.0,100.0,14000000.0
0,2,1,58,4,2850.0,11.5,3000000.0
0,4,3,166,4,3150.0,6.0,49500000.0
0,2,1,166,6,2850.0,15.5,10500000.0
0,4,1,166,13,2850.0,80.0,2500000.0
0,2,1,93,20,2850.0,11.0,5500000.0
0,1,1,76,10,2850.0,6.75,7000000.0
1,3,1,50,6,994.0,12.5,7900000.0
0,4,4,98,4,4500.0,13.0,53000000.0
1,1,1,166,4,2850.0,19.0,320000000.0
1,4,2,66,6,2850.0,10.0,16500000.0
0,2,1,61,4,2850.0,10.5,13200000.0
1,7,5,166,4,2850.0,19.5,55000000.0
0,3,1,166,4,2850.0,2.5,80000000.0
1,3,1,73,9,2850.0,12.5,8300000.0
0,4,2,166,4,1400.0,2.5,28000000.0
0,5,3,96,4,3100.0,10.0,55000000.0
0,4,4,89,4,2850.0,10.0,51000000.0
1,4,2,164,19,2850.0,45.0,35000000.0
0,2,1,62,9,2850.0,11.0,3000000.0
1,4,4,166,4,3800.0,10.0,69000000.0
1,4,3,166,4,2850.0,11.0,45000000.0
0,3,2,98,4,2850.0,7.5,38500000.0
1,3,1,89,4,2433.0,10.6,32000000.0
0,1,1,166,8,2850.0,30.0,30250000.0
0,3,2,8,4,1100.0,11.0,18700000.0
0,3,1,92,13,2850.0,14.0,6500000.0
1,3,2,117,6,2850.0,10.0,22000000.0
1,4,1,92,13,2850.0,27.5,23000000.0
0,3,1,166,4,1050.0,6.0,15000000.0
1,3,2,8,4,1150.0,6.0,21500000.0
0,5,4,142,4,900.0,16.4,55000000.0
0,4,3,166,4,4300.0,26.5,230000000.0
1,6,2,98,4,2850.0,7.0,22000000.0
0,3,1,101,15,2850.0,71.0,9500000.0
0,3,2,166,4,2850.0,7.31,22500000.0
0,2,1,81,6,2850.0,7.5,13000000.0
1,1,1,166,10,2850.0,11.0,5800000.0
0,4,4,166,4,2850.0,8.0,24000000.0
0,3,1,17,7,2850.0,20.0,6500000.0
0,3,1,73,9,2850.0,15.0,8000000.0
1,4,3,166,4,2850.0,7.63,61000000.0
1,4,3,166,4,3218.0,6.0,56000000.0
0,5,2,50,6,2400.0,23.5,16000000.0
0,4,4,32,4,2850.0,6.5,125000000.0
1,4,2,166,4,2850.0,7.5,51000000.0
0,2,1,41,4,2850.0,11.0,90000.0
1,4,2,105,4,2850.0,10.5,25000000.0
0,3,1,92,13,2850.0,14.0,9800000.0
0,3,2,166,4,1560.0,11.0,52000000.0
1,2,1,166,4,2850.0,15.0,8500000.0
0,1,1,101,15,2850.0,18.0,35000000.0
1,3,1,141,20,2850.0,31.0,5800000.0
0,5,2,101,15,3000.0,32.0,25500000.0
0,4,3,166,4,4200.0,35.0,225000000.0
0,2,1,92,13,2850.0,18.0,15000000.0
0,1,1,166,4,2850.0,11.0,50000000.0
0,5,5,166,4,3500.0,20.0,65000000.0
0,3,1,50,6,2850.0,12.5,7500000.0
1,3,2,166,4,1200.0,6.7,26500000.0
0,3,1,50,6,2850.0,15.0,5950000.0
1,4,1,41,4,2850.0,10.0,39000000.0
1,3,1,133,4,2850.0,11.0,16000000.0
0,3,1,166,4,2850.0,7.7,12500000.0
1,3,2,166,4,1225.0,6.0,17500000.0
0,2,1,76,10,2850.0,10.0,5500000.0
0,3,2,50,6,2850.0,7.5,25000000.0
0,4,4,166,4,3981.0,7.0,70000000.0
0,1,1,20,4,2800.0,9.84,80000000.0
0,3,1,61,4,2850.0,12.0,14800000.0
0,3,2,166,6,1100.0,11.0,25000000.0
0,5,2,166,4,2800.0,10.0,52000000.0
1,3,2,166,4,1450.0,7.5,25000000.0
0,3,1,76,10,2850.0,23.0,3300000.0
0,5,2,166,4,2414.0,13.24,39700000.0
1,6,2,101,15,2850.0,13.0,30000000.0
0,4,4,133,4,2850.0,7.1,42000000.0
0,3,3,50,6,1450.0,19.95,25000000.0
1,1,1,166,4,2850.0,11.0,160000000.0
0,3,2,76,10,2850.0,12.0,12800000.0
0,3,2,48,5,2850.0,39.0,45000000.0
0,5,2,166,6,5100.0,11.0,60000000.0
0,5,3,41,4,5639.0,23.36,98000000.0
0,2,1,166,4,800.0,20.0,8900000.0
0,2,1,135,18,2850.0,40.0,3500000.0
0,3,1,166,4,2850.0,12.5,5800000.0
0,3,2,61,4,2850.0,11.0,18500000.0
1,2,2,50,6,2850.0,8.5,10500000.0
0,3,1,50,6,2850.0,10.4,6500000.0
0,2,1,29,4,2850.0,4.0,14500000.0
1,4,2,166,13,2850.0,28.5,22500000.0
0,1,1,50,6,2850.0,5.0,56000000.0
0,3,1,166,4,2850.0,12.0,19000000.0
0,6,3,137,19,2850.0,85.0,12500000.0
1,2,1,58,4,2850.0,8.0,3500000.0
1,3,1,81,6,2850.0,19.0,25500000.0
1,2,1,166,6,2850.0,20.0,2800000.0
0,6,1,76,10,2850.0,11.0,98000000.0
1,2,1,105,4,2850.0,6.2,8500000.0
0,3,1,81,6,2850.0,20.0,26000000.0
1,4,2,166,4,2500.0,6.0,20000000.0
0,5,7,50,6,5000.0,12.75,85000000.0
0,3,2,166,4,2500.0,11.0,28500000.0
0,1,1,76,10,2850.0,160.0,17000000.0
0,1,1,48,5,2850.0,7.5,13500000.0
1,10,10,122,17,2850.0,40.0,80000000.0
1,3,2,166,4,2800.0,11.9,45000000.0
0,4,3,166,4,3000.0,11.0,60000000.0
0,2,1,50,6,2850.0,7.0,10500000.0
0,3,2,98,4,1100.0,10.0,2800000.0
0,3,1,126,9,2850.0,53.0,40000000.0
1,6,3,166,4,4000.0,17.75,34000000.0
1,4,3,166,4,2850.0,8.0,23000000.0
1,3,1,61,4,2850.0,7.5,13200000.0
1,5,2,119,6,2850.0,11.25,28500000.0
1,10,10,166,4,2850.0,13.0,30000000.0
0,1,1,92,13,2850.0,139.0,8500000.0
0,4,2,82,4,2850.0,6.0,13000000.0
0,3,1,50,6,2850.0,14.0,15000000.0
0,2,1,156,13,2850.0,63.0,4600000.0
0,1,1,166,4,2850.0,11.0,26000000.0
0,3,1,52,6,2850.0,10.0,12000000.0
0,2,1,6,1,2850.0,18.0,7800000.0
0,2,1,73,9,2850.0,15.0,3200000.0
0,3,1,13,9,2850.0,10.0,7000000.0
0,2,1,166,6,2850.0,21.0,5500000.0
1,2,2,166,6,2850.0,10.0,7500000.0
1,4,3,54,4,2850.0,11.0,39800000.0
0,1,1,50,6,3500.0,38.0,62500000.0
0,4,4,50,6,4200.0,11.5,89000000.0
1,4,4,126,9,2850.0,8.0,36000000.0
1,5,4,166,4,4500.0,10.0,32500000.0
0,4,4,50,6,2850.0,7.25,44500000.0
0,4,3,34,4,4000.0,10.0,180000000.0
1,3,1,92,13,2850.0,50.3,15500000.0
1,3,2,66,6,2850.0,8.5,14000000.0
1,4,3,139,4,2850.0,9.01,36000000.0
1,3,1,42,6,2850.0,14.0,6000000.0
1,4,3,13,9,2850.0,10.0,27500000.0
0,2,1,155,9,2850.0,7.5,6000000.0
0,3,1,92,13,2850.0,32.0,9500000.0
0,4,3,61,4,2850.0,10.0,31000000.0
0,3,1,166,6,2850.0,6.0,6800000.0
0,1,1,73,9,2850.0,14.5,6500000.0
0,1,1,98,4,2850.0,11.0,26000.0
0,2,1,76,10,2850.0,10.0,3500000.0
0,2,1,66,6,2850.0,7.0,9000000.0
1,4,2,166,4,2850.0,10.0,80000000.0
1,2,1,166,4,2850.0,1.75,6500000.0
0,4,2,166,4,2850.0,3.3,18000000.0
0,1,1,166,4,2850.0,10.0,9500000.0
0,4,2,126,9,2850.0,11.0,24000000.0
1,4,3,166,4,2850.0,16.0,75000000.0
0,1,1,123,4,2850.0,12.0,3700000.0
0,3,1,166,4,2850.0,10.5,13500000.0
0,4,2,64,6,5000.0,38.0,29000000.0
0,6,6,166,4,12500.0,11.0,400000000.0
1,2,1,126,9,2850.0,7.5,6100000.0
1,5,2,165,6,5000.0,10.0,39500000.0
0,4,3,157,6,3800.0,11.1,49000000.0
0,5,3,166,4,3280.0,17.75,34000000.0
0,5,2,89,4,4340.0,10.0,56500000.0
0,1,1,76,10,2850.0,11.0,13500000.0
1,3,1,50,6,1200.0,30.0,18000000.0
0,4,2,41,4,2800.0,6.0,52000000.0
1,3,3,133,4,2850.0,11.0,32500000.0
0,4,4,166,4,5000.0,20.0,110000000.0
0,2,1,166,4,2850.0,6.0,6500000.0
1,3,1,77,16,2850.0,80.0,9000000.0
0,5,3,20,4,2850.0,10.0,54000000.0
1,1,1,25,4,2850.0,11.0,8000000.0
0,5,6,96,4,2850.0,14.5,57500000.0
1,5,3,166,4,4500.0,20.0,49500000.0
1,1,1,66,6,2850.0,20.0,30000000.0
0,2,1,117,6,2850.0,29.0,8500000.0
0,5,3,166,4,4200.0,20.0,95000000.0
0,6,6,166,4,4229.0,84.0,42000000.0
0,4,2,9,4,1600.0,11.0,26700000.0
1,4,2,166,4,1200.0,8.0,16500000.0
1,6,2,50,6,2850.0,13.5,26000000.0
0,2,2,166,4,2850.0,8.0,39000000.0
0,4,2,126,9,2850.0,10.0,15000000.0
0,3,1,42,6,2850.0,1.0,14000000.0
1,3,1,166,4,2850.0,10.0,26500000.0
0,3,2,58,4,1800.0,7.5,17000000.0
1,2,1,73,9,2850.0,10.5,6000000.0
0,2,1,62,9,2850.0,10.0,6700000.0
0,5,2,50,6,2600.0,10.5,31000000.0
0,3,1,50,6,2850.0,10.5,8500000.0
0,2,1,135,18,2850.0,40.0,3500000.0
1,4,3,166,4,2950.0,6.0,45000000.0
0,2,2,76,10,2850.0,23.0,11500000.0
1,3,1,50,6,2850.0,9.5,4600000.0
0,3,2,166,4,2850.0,3.0,13000000.0
0,5,1,151,10,2850.0,43.0,7200000.0
0,3,1,166,4,2850.0,10.0,4500000.0
1,2,2,166,4,1240.0,11.0,38000000.0
0,3,1,166,6,2850.0,15.0,11000000.0
0,3,1,109,6,2850.0,45.0,8400000.0
1,7,3,61,4,2850.0,11.0,19500000.0
0,1,1,166,4,2850.0,3.5,29000000.0
0,5,2,166,4,2850.0,16.0,9700000.0
0,3,2,166,4,1350.0,10.0,28500000.0
0,5,4,36,4,1714.0,15.65,185000000.0
0,3,3,82,4,2850.0,10.2,23500000.0
0,3,1,58,4,2850.0,15.0,8000000.0
0,3,2,8,4,2850.0,12.0,55000000.0
0,4,3,166,4,2850.0,18.0,68400000.0
1,4,2,69,4,2850.0,21.6,33000000.0
1,6,3,166,4,2592.0,15.13,58000000.0
1,3,1,50,6,2850.0,12.5,14500000.0
0,5,2,166,4,2850.0,10.0,28500000.0
0,3,1,50,6,2850.0,6.0,13000000.0
0,4,3,33,4,3900.0,11.0,220000000.0
0,2,1,28,4,2850.0,4.0,5500000.0
0,3,1,58,4,2850.0,10.0,6200000.0
0,4,4,166,4,2850.0,17.4,175000000.0
0,2,1,76,10,2850.0,10.0,15000000.0
1,3,2,166,6,2850.0,15.0,22000000.0
1,3,1,162,4,2850.0,14.2,45000000.0
0,3,1,156,13,2850.0,17.0,11500000.0
0,2,1,130,20,2850.0,60.0,6500000.0
0,4,3,166,4,3000.0,6.0,43000000.0
0,1,1,48,5,2850.0,83.0,25000000.0
0,1,1,62,9,2850.0,10.0,5600000.0
0,5,5,32,4,6500.0,10.0,158000000.0
0,4,3,166,4,4500.0,8.0,100000000.0
0,5,6,166,4,6000.0,11.0,110000000.0
1,3,3,166,4,2850.0,6.0,22000000.0
0,2,1,50,6,2850.0,34.8,19800000.0
1,3,1,8,4,2850.0,10.0,6500000.0
1,3,1,69,4,2850.0,11.0,7500000.0
1,4,2,166,4,2600.0,10.0,20000000.0
1,2,1,50,6,2850.0,5.2,7000000.0
0,4,2,76,10,2850.0,20.0,45000000.0
0,3,1,64,6,2850.0,11.0,28000000.0
0,3,1,166,4,2850.0,5.3,16500000.0
0,3,2,166,4,2850.0,12.0,19000000.0
0,1,1,48,5,2850.0,23.0,30000000.0
0,8,2,50,6,2850.0,21.0,21000000.0
0,1,1,6,1,2850.0,40.0,3200000.0
0,2,2,33,4,2850.0,11.0,14500000.0
0,6,3,166,6,2500.0,6.5,35000000.0
0,2,2,166,4,2850.0,11.0,65000.0
0,3,1,133,4,2850.0,10.0,12500000.0
1,3,1,166,4,2850.0,11.0,8800000.0
1,2,2,166,4,2850.0,9.6,23200000.0
1,7,2,73,9,2850.0,12.0,15000000.0
1,3,3,166,4,2850.0,8.4,22000000.0
1,3,2,166,4,1350.0,6.1,260000000.0
1,3,1,50,6,2850.0,26.0,6000000.0
0,3,1,83,12,2850.0,8.0,1000000.0
1,6,4,166,4,3750.0,8.0,75000000.0
1,3,1,166,6,2850.0,8.1,17000000.0
0,4,2,50,6,2850.0,13.0,16000000.0
1,2,1,20,4,2850.0,9.3,28000000.0
0,1,1,89,4,2850.0,11.0,15000000.0
0,3,1,92,13,2850.0,15.0,4800000.0
1,3,2,8,4,2850.0,12.1,13500000.0
1,3,3,132,10,2160.0,10.0,27500000.0
1,3,1,61,4,2850.0,7.0,11500000.0
0,6,1,166,4,5500.0,23.0,81000000.0
1,5,5,166,4,3800.0,38.5,102000000.0
1,3,1,155,9,2850.0,16.4,9200000.0
0,3,3,157,6,1850.0,7.5,47000000.0
0,2,1,166,10,2850.0,15.0,12500000.0
1,4,2,13,9,2850.0,32.0,43000000.0
0,3,2,126,9,2850.0,11.5,16500000.0
1,4,1,50,6,2850.0,24.0,9000000.0
0,3,2,66,6,2850.0,15.2,15000000.0
0,6,2,166,4,2850.0,11.0,60000000.0
0,3,2,165,6,1850.0,7.6,29500000.0
1,4,2,166,4,2850.0,8.0,34500000.0
1,3,2,166,4,2850.0,12.75,30000000.0
0,3,2,33,4,2850.0,20.0,1000000.0
0,3,1,50,6,2850.0,22.0,4950000.0
1,3,1,70,20,2850.0,76.0,14500000.0
1,4,3,166,4,3000.0,13.2,80000000.0
0,3,2,66,6,2850.0,34.9,24000000.0
0,3,2,139,4,2100.0,19.0,48000000.0
1,3,1,165,6,2850.0,11.0,4800000.0
1,4,3,157,6,2850.0,21.0,75000000.0
0,3,1,96,4,1120.0,7.0,15500000.0
0,3,1,84,6,2850.0,20.0,18000000.0
0,1,1,8,4,2850.0,11.0,22500000.0
1,1,1,6,1,2850.0,11.0,2700000.0
0,10,4,50,6,2850.0,16.5,50000000.0
1,2,1,50,6,2850.0,10.0,25000000.0
1,4,3,166,4,3200.0,20.0,170000000.0
0,2,1,50,6,2850.0,8.0,11500000.0
1,3,2,50,6,2850.0,15.0,49500000.0
0,5,1,96,4,3650.0,17.0,90000000.0
0,2,1,105,4,2850.0,12.5,15000000.0
1,2,1,126,9,2850.0,5.0,6500000.0
0,4,1,102,9,2850.0,20.0,16500000.0
1,5,2,166,4,2850.0,21.0,105000000.0
1,3,1,50,6,2850.0,12.75,10700000.0
0,2,1,50,6,2850.0,11.5,5900000.0
1,4,2,42,6,2850.0,18.0,24000000.0
0,3,1,166,4,882.0,6.3,122000000.0
0,3,1,126,9,2850.0,6.0,5500000.0
1,3,2,166,4,2850.0,5.7,5000000.0
1,7,3,166,4,3300.0,8.87,35000000.0
0,3,2,61,4,2850.0,7.0,19500000.0
0,1,1,166,4,2850.0,12.5,34000000.0
0,2,1,50,6,2850.0,6.5,15500000.0
0,1,1,50,6,3680.0,33.5,385000000.0
1,6,2,25,4,2850.0,16.3,163000000.0
0,4,2,13,9,2850.0,10.0,14500000.0
0,5,5,126,9,2850.0,28.0,120000000.0
1,4,1,8,4,1250.0,10.0,16500000.0
1,5,3,98,4,2850.0,6.0,27500000.0
1,5,3,66,6,2850.0,11.0,21000000.0
1,5,3,133,4,3800.0,11.0,47500000.0
1,4,2,166,4,2400.0,5.7,70000000.0
1,3,2,117,6,2850.0,15.0,17500000.0
0,4,1,109,6,2850.0,15.0,4800000.0
0,1,1,48,5,2850.0,40.0,8500000.0
0,1,1,132,10,2850.0,49.0,8000000.0
1,2,1,92,13,2850.0,15.0,3500000.0
1,4,4,73,9,2850.0,7.0,37500000.0
0,3,1,79,11,2850.0,20.0,6900000.0
1,3,2,90,13,2850.0,178.0,25000000.0
0,2,1,109,6,2850.0,10.0,2550000.0
0,7,5,166,4,2850.0,6.5,19000000.0
1,4,2,64,6,2850.0,10.0,15500000.0
1,4,3,117,6,2850.0,11.0,4100000.0
1,2,1,73,9,1700.0,10.0,14700000.0
1,3,1,42,6,2850.0,22.0,8500000.0
0,4,4,101,15,2850.0,133.0,160000000.0
0,3,1,166,4,2850.0,9.0,8500000.0
